gene_symbol,entrez_id,log2_fold_change,standard_error,test_statistic,p_value,adjusted_p_value,comparison,direction,annotation_status,method,adjacent_direction_consistency,healthy,adjacent_normal,tumor,healthy_to_adjacent,adjacent_to_tumor,trajectory_category,rule_tolerance
USP11,,0.6447099591836745,0.06196351815719457,10.40467001160452,4.404643802557234e-19,1.3504737198178702e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,6.706837999999999,7.351547959183674,7.854794897959183,0.6447099591836745,0.5032469387755087,monotonic_up,0.15
C9orf80,,-0.5201790612244848,0.046612708813211924,-11.159597338763652,4.702155742698428e-19,1.4347603420028535e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,1.0,6.829975999999999,6.309796938775515,6.338292857142858,-0.5201790612244848,0.028495918367343442,field_shift_then_plateau,0.15
SLC35F5,,-0.6458691020408178,0.0617000647547903,-10.467883698463599,5.03490194617859e-19,1.52893992113621e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,8.883863999999999,8.237994897959181,8.039080612244897,-0.6458691020408178,-0.1989142857142845,monotonic_down,0.15
FDX1,,-0.5557830612244885,0.05291789112108384,-10.502743957667851,5.214265712915211e-19,1.575866971014375e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,6.76908,6.213296938775511,5.8945693877551015,-0.5557830612244885,-0.3187275510204097,monotonic_down,0.15
LTBP3,,0.7120519387755118,0.06824979419894357,10.433026899684535,5.404712222099847e-19,1.62825507450603e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9285714285714286,3.86462,4.576671938775512,4.730828061224492,0.7120519387755118,0.15415612244898025,monotonic_up,0.15
ST3GAL2,,0.7291037142857153,0.07089892540897412,10.283706136305248,5.71216926429021e-19,1.710058220001346e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,4.312982,5.042085714285715,6.116668367346939,0.7291037142857153,1.0745826530612241,monotonic_up,0.15
WSB2,,-0.5784925306122446,0.05270037816143783,-10.97700909925428,5.904425643742327e-19,1.7648393132944098e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,1.0,6.911616,6.333123469387756,5.87455408163265,-0.5784925306122446,-0.45856938775510603,monotonic_down,0.15
FILIP1L,,1.3746875510204077,0.13286846765216812,10.34622868248286,5.926282278777011e-19,1.7658280843179077e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9285714285714286,4.492540000000002,5.8672275510204095,5.991807142857145,1.3746875510204077,0.12457959183673584,field_shift_then_plateau,0.15
ASPN,,1.2344468979591836,0.11835430758466399,10.43009691114225,5.968988632392421e-19,1.7714359220470934e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,3.176347999999999,4.410794897959183,4.330473469387756,1.2344468979591836,-0.08032142857142688,field_shift_then_plateau,0.15
SON,,0.6643340816326546,0.06032183730887918,11.013160594411582,5.973013980852068e-19,1.7714359220470934e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,7.429919999999999,8.094254081632654,7.9254581632653105,0.6643340816326546,-0.1687959183673433,non_monotonic,0.15
FMO5,,-0.9102327551020375,0.0866329633081681,-10.506771560660873,6.133239086064033e-19,1.8161255396370013e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,6.596469999999998,5.686237244897961,4.28715969387755,-0.9102327551020375,-1.3990775510204108,monotonic_down,0.15
PLK3,,0.7967682448979576,0.07727919895695604,10.310254967080493,6.18182465434466e-19,1.8276698978062474e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,2.8461940000000006,3.642962244897958,3.8492438775510207,0.7967682448979576,0.20628163265306254,monotonic_up,0.15
TPM2,,1.2278278775510225,0.11932415649756203,10.289851724835858,7.441206261604854e-19,2.196597941410177e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,4.932340999999999,6.160168877551022,5.7412755102040816,1.2278278775510225,-0.41889336734694016,non_monotonic,0.15
ADAMDEC1,,-1.6098061632653051,0.15595773319185227,-10.322066949286786,7.482495066045199e-19,2.2053669668343746e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9285714285714286,9.057497999999997,7.447691836734692,5.142652040816325,-1.6098061632653051,-2.3050397959183666,monotonic_down,0.15
ITIH5,,1.0367162040816322,0.10000890229215956,10.366239207916076,7.629886285264811e-19,2.2453328419079138e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,3.4321940000000013,4.4689102040816335,3.5732867346938786,1.0367162040816322,-0.895623469387755,adjacent_specific,0.15
PDE1A,,0.7653456938775487,0.07482172855266687,10.228922916941478,7.74179053552565e-19,2.2747483301914877e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,3.0321640000000003,3.797509693877549,3.1645755102040805,0.7653456938775487,-0.6329341836734685,adjacent_specific,0.15
IGDCC4,,1.0411244081632658,0.09765516364101916,10.661232538511165,7.813269396952748e-19,2.2922133947300515e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,4.502421,5.543545408163266,5.665545918367346,1.0411244081632658,0.12200051020407976,field_shift_then_plateau,0.15
MYL9,,2.1214933877551063,0.20336851236441422,10.43176922076128,7.910149261395975e-19,2.3170652605689136e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,5.631125999999998,7.752619387755105,6.3958173469387765,2.1214933877551063,-1.3568020408163282,adjacent_specific,0.15
ANKRD50,,0.6772967959183651,0.06032264063687207,11.227903632328207,8.12615976148145e-19,2.3752153822079994e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,6.098018000000001,6.775314795918366,6.86439183673469,0.6772967959183651,0.08907704081632417,field_shift_then_plateau,0.15
HSBP1L1,,-0.6028276734693847,0.0585118607395209,-10.302657715040233,8.133615699577813e-19,2.3752153822079994e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,8.072893999999996,7.4700663265306115,6.3346020408163275,-0.6028276734693847,-1.135464285714284,monotonic_down,0.15
RORA,,0.9333486938775479,0.09052097112715692,10.310855951450757,8.516907814539641e-19,2.4757545769287746e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,4.357836000000001,5.291184693877549,4.600733673469386,0.9333486938775479,-0.6904510204081626,adjacent_specific,0.15
RRAD,,0.6520129387755098,0.06388100556354084,10.206679325468178,8.570603888098446e-19,2.4875655187407682e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,2.9251840000000002,3.57719693877551,3.1046826530612255,0.6520129387755098,-0.47251428571428455,non_monotonic,0.15
NUDT6,,-0.6682352857142853,0.06357812579584579,-10.510459019506799,9.00393208396935e-19,2.6093587043953792e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,6.1043959999999995,5.436160714285714,4.758476020408163,-0.6682352857142853,-0.6776846938775511,monotonic_down,0.15
ANKRD56,,-0.7437735510204098,0.07187861694395159,-10.347633032510602,9.167382456362242e-19,2.6486640662995003e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,4.718196000000001,3.974422448979591,3.462220408163264,-0.7437735510204098,-0.512202040816327,monotonic_down,0.15
NBAS,,0.5254970204081655,0.04914672081815824,10.69241267087773,9.277518392779344e-19,2.6723744356810695e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,4.959804,5.485301020408166,5.697184693877552,0.5254970204081655,0.2118836734693863,monotonic_up,0.15
AOX1,,0.8797846530612232,0.08622756748692499,10.203055457810848,9.693261346923637e-19,2.7879108163961634e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,3.377448,4.257232653061223,3.352342857142855,0.8797846530612232,-0.9048897959183679,adjacent_specific,0.15
PARP9,,0.9112217959183706,0.08902095620794186,10.236036937076593,9.916219631165459e-19,2.84773486843726e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,4.222217999999999,5.1334397959183695,5.039117346938777,0.9112217959183706,-0.09432244897959219,field_shift_then_plateau,0.15
PALLD,,1.2477017551020424,0.11890136855085198,10.493586157239417,1.006095932072588e-18,2.880611510776252e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,8.052536,9.300237755102042,8.66189081632653,1.2477017551020424,-0.6383469387755127,adjacent_specific,0.15
SPTAN1,,0.8550197959183667,0.0776401580531627,11.012597312500413,1.0048721280085885e-18,2.880611510776252e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,3.5142199999999986,4.369239795918365,4.302182653061224,0.8550197959183667,-0.06705714285714137,field_shift_then_plateau,0.15
ENAH,,1.0131696530612242,0.09962398971356749,10.169936538119229,1.1135900630276643e-18,3.1740650898273545e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,5.235837999999998,6.249007653061223,6.672964795918366,1.0131696530612242,0.4239571428571436,monotonic_up,0.15
HPGD,,-0.8132029387755093,0.07856207886812966,-10.351087324719483,1.1223457697549959e-18,3.1894721576321077e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,9.934781,9.12157806122449,5.273145408163266,-0.8132029387755093,-3.8484326530612236,monotonic_down,0.15
ARL4C,,0.9547868571428575,0.09012118979504942,10.594476829635758,1.2028992534770492e-18,3.4031503397032713e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,4.6175060000000006,5.572292857142858,5.902021428571426,0.9547868571428575,0.3297285714285678,monotonic_up,0.15
FBXO22,,-0.5235004081632679,0.04849208369392592,-10.79558493438881,1.2585537037076297e-18,3.544802147720898e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,5.273230000000002,4.749729591836734,5.664927551020408,-0.5235004081632679,0.9151979591836739,adjacent_specific,0.15
VAV3,,-0.7224066122448987,0.07082993197960268,-10.19917133977955,1.4485254574891562e-18,4.0678355030373946e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,6.161976000000001,5.439569387755102,5.153472448979592,-0.7224066122448987,-0.28609693877551035,monotonic_down,0.15
RSPO2,,1.1227515918367348,0.11103206693874546,10.111957948654043,1.528178255559731e-18,4.2788991155672467e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,3.349878,4.472629591836735,2.706952040816327,1.1227515918367348,-1.7656775510204077,adjacent_specific,0.15
NR2F6,,-0.5100228979591837,0.05034072042743389,-10.131418335468226,1.570232437440838e-18,4.390194656222255e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9285714285714286,5.731978000000001,5.221955102040817,4.554131632653061,-0.5100228979591837,-0.6678234693877556,monotonic_down,0.15
PTGER2,,-0.8013483061224482,0.07639560352619228,-10.489455795027595,1.6802531648611723e-18,4.6909120614306046e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,5.380583000000001,4.579234693877552,4.030747448979593,-0.8013483061224482,-0.5484872448979594,monotonic_down,0.15
NFIX,,0.582381877551021,0.05748720987470578,10.130633906573843,1.7475616050446524e-18,4.864557450299735e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,4.913812000000001,5.496193877551022,5.650995918367348,0.582381877551021,0.15480204081632642,monotonic_up,0.15
PTER,,-0.5950477346938765,0.05756702989184154,-10.336606488329657,1.7467208896000475e-18,4.864557450299735e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,7.181011000000002,6.585963265306125,6.6929081632653045,-0.5950477346938765,0.10694489795917939,field_shift_then_plateau,0.15
DBI,,-0.5604453877551023,0.05513558305706607,-10.16485827627929,1.7582112537074513e-18,4.8870572657795435e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,10.561676,10.001230612244898,9.9439612244898,-0.5604453877551023,-0.057269387755097156,field_shift_then_plateau,0.15
COL1A1,,0.9685211020408162,0.09434994558712695,10.265200430311227,1.8365360845413126e-18,5.075130195887749e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9285714285714286,3.073484,4.042005102040816,6.9955581632653105,0.9685211020408162,2.9535530612244942,monotonic_up,0.15
DPYSL3,,1.4737528571428582,0.13894871660747765,10.606451740796768,1.8458306558518263e-18,5.0934225633940247e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,3.0156149999999995,4.489367857142858,4.373930612244899,1.4737528571428582,-0.11543724489795881,field_shift_then_plateau,0.15
TCF4,,0.9674981224489807,0.09602506852757728,10.075474428545984,1.89463025229632e-18,5.22051519590766e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,4.714108,5.681606122448981,5.305421428571429,0.9674981224489807,-0.37618469387755216,non_monotonic,0.15
FAM195A,,-0.5989567551020407,0.058824717802552884,-10.182059132224976,1.9096653391871013e-18,5.254339314757573e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,8.608369,8.009412244897959,7.942100000000004,-0.5989567551020407,-0.06731224489795462,field_shift_then_plateau,0.15
MAP7,,-0.7446520204081635,0.07400186567354052,-10.06261144405735,2.1542332396817206e-18,5.918701426196242e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,6.394125999999999,5.649473979591836,6.1726321428571405,-0.7446520204081635,0.5231581632653048,adjacent_specific,0.15
STMN3,,0.8996332653061243,0.08918960178097234,10.086750555467237,2.2153432649228068e-18,6.069084282608668e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8877551020408163,3.30103,4.200663265306124,5.376530612244899,0.8996332653061243,1.1758673469387748,monotonic_up,0.15
ANKRD43,,-0.6932536122448987,0.06893953506391119,-10.05596587795682,2.2560397141743485e-18,6.171694850270056e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,6.344123000000001,5.650869387755102,5.043259693877551,-0.6932536122448987,-0.607609693877551,monotonic_down,0.15
PLEC,,0.6100228571428605,0.05914096375666282,10.31472634860698,2.370700314566216e-18,6.466781373831052e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9285714285714286,7.928269999999998,8.538292857142858,8.114125510204083,0.6100228571428605,-0.4241673469387752,non_monotonic,0.15
SCG2,,1.9561479183673445,0.17586917629670185,11.122744528394252,2.410844312091652e-18,6.566877782864814e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,4.149498,6.105645918367345,3.5484153061224504,1.9561479183673445,-2.5572306122448945,adjacent_specific,0.15
SMARCA1,,1.1561193061224477,0.11402228021391986,10.13941576991291,2.4992921295304198e-18,6.798074592322741e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,3.9137459999999997,5.0698653061224475,4.818492857142856,1.1561193061224477,-0.2513724489795912,non_monotonic,0.15
LPCAT1,,0.8917713469387749,0.08264053424535882,10.790967835361712,2.620364967405968e-18,7.117225246706081e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,4.606446,5.498217346938775,6.613942857142859,0.8917713469387749,1.1157255102040837,monotonic_up,0.15
SPON2,,0.7548373061224498,0.07516104546471335,10.042932498548485,2.6782295993678574e-18,7.26403013845641e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,3.782328,4.53716530612245,5.671180612244898,0.7548373061224498,1.134015306122448,monotonic_up,0.15
IFIT1,,2.1450158367346965,0.2142145400185704,10.013399821266773,2.7276131388081874e-18,7.376953716322144e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8979591836734694,6.666825999999999,8.811841836734695,5.865132653061224,2.1450158367346965,-2.9467091836734713,adjacent_specific,0.15
PEX11A,,-0.784317632653063,0.0772609908777735,-10.151534736253248,3.3764016404498175e-18,9.054462990727398e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,7.1794860000000025,6.3951683673469395,5.1667224489795895,-0.784317632653063,-1.22844591836735,monotonic_down,0.15
REV3L,,0.6455448979591809,0.06131504962275406,10.528327089857214,3.384140797859323e-18,9.062452994548736e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,5.950075000000002,6.595619897959183,6.122511224489797,0.6455448979591809,-0.4731086734693859,non_monotonic,0.15
ROR1,,0.5804243877551039,0.05818078059890177,9.976222075062019,3.5007944956074625e-18,9.348545188831148e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,3.390969999999998,3.971394387755102,3.32729744897959,0.5804243877551039,-0.6440969387755118,adjacent_specific,0.15
